"","Taxon","Family","Order","Importer","Exporter","Year","mass","Clean_code","IUCNName"
"826","Aloe secundiflora","Liliaceae","Liliales","GB","KE",2006,0,"NE","Aloe secundiflora"
"827","Aloe secundiflora","Liliaceae","Liliales","GB","KE",2007,0,"NE","Aloe secundiflora"
"828","Aloe secundiflora","Liliaceae","Liliales","GB","KE",2008,0,"NE","Aloe secundiflora"
"829","Aloe secundiflora","Liliaceae","Liliales","GB","KE",2009,0,"NE","Aloe secundiflora"
"830","Aloe secundiflora","Liliaceae","Liliales","GB","KE",2010,0,"NE","Aloe secundiflora"
"831","Aloe secundiflora","Liliaceae","Liliales","GB","KE",2011,0,"NE","Aloe secundiflora"
"832","Aloe secundiflora","Liliaceae","Liliales","GB","KE",2012,0,"NE","Aloe secundiflora"
"833","Aloe secundiflora","Liliaceae","Liliales","GB","KE",2013,0,"LC","Aloe secundiflora"
"834","Aloe secundiflora","Liliaceae","Liliales","GB","KE",2014,0,"LC","Aloe secundiflora"
"835","Aloe secundiflora","Liliaceae","Liliales","GB","KE",2015,45,"LC","Aloe secundiflora"
"836","Aloe secundiflora","Liliaceae","Liliales","GB","KE",2016,0,"LC","Aloe secundiflora"
"837","Aloe secundiflora","Liliaceae","Liliales","GB","KE",2017,0,"LC","Aloe secundiflora"
"838","Aloe secundiflora","Liliaceae","Liliales","GB","KE",2018,40,"LC","Aloe secundiflora"
"839","Aloe secundiflora","Liliaceae","Liliales","GB","KE",2019,0,"LC","Aloe secundiflora"
"840","Aloe secundiflora","Liliaceae","Liliales","GB","KE",2020,0,"LC","Aloe secundiflora"
"841","Aniba rosaeodora","Lauraceae","Laurales","AU","BR",2010,0,"NE","Aniba rosaeodora"
"842","Aniba rosaeodora","Lauraceae","Laurales","AU","BR",2011,0,"NE","Aniba rosaeodora"
"843","Aniba rosaeodora","Lauraceae","Laurales","AU","BR",2012,0,"NE","Aniba rosaeodora"
"844","Aniba rosaeodora","Lauraceae","Laurales","AU","BR",2013,1,"NE","Aniba rosaeodora"
"845","Aniba rosaeodora","Lauraceae","Laurales","AU","BR",2014,0,"NE","Aniba rosaeodora"
"846","Aniba rosaeodora","Lauraceae","Laurales","AU","BR",2015,0,"NE","Aniba rosaeodora"
"847","Aniba rosaeodora","Lauraceae","Laurales","AU","BR",2016,0,"NE","Aniba rosaeodora"
"848","Aniba rosaeodora","Lauraceae","Laurales","AU","BR",2017,0,"NE","Aniba rosaeodora"
"849","Aniba rosaeodora","Lauraceae","Laurales","AU","BR",2018,0,"NE","Aniba rosaeodora"
"850","Aniba rosaeodora","Lauraceae","Laurales","AU","BR",2019,0,"NE","Aniba rosaeodora"
"851","Aniba rosaeodora","Lauraceae","Laurales","AU","BR",2020,0,"EN","Aniba rosaeodora"
"852","Aniba rosaeodora","Lauraceae","Laurales","GB","PE",2010,0,"NE","Aniba rosaeodora"
"853","Aniba rosaeodora","Lauraceae","Laurales","GB","PE",2011,0,"NE","Aniba rosaeodora"
"854","Aniba rosaeodora","Lauraceae","Laurales","GB","PE",2012,0,"NE","Aniba rosaeodora"
"855","Aniba rosaeodora","Lauraceae","Laurales","GB","PE",2013,0,"NE","Aniba rosaeodora"
"856","Aniba rosaeodora","Lauraceae","Laurales","GB","PE",2014,0,"NE","Aniba rosaeodora"
"857","Aniba rosaeodora","Lauraceae","Laurales","GB","PE",2015,52.5,"NE","Aniba rosaeodora"
"858","Aniba rosaeodora","Lauraceae","Laurales","GB","PE",2016,0,"NE","Aniba rosaeodora"
"859","Aniba rosaeodora","Lauraceae","Laurales","GB","PE",2017,0,"NE","Aniba rosaeodora"
"860","Aniba rosaeodora","Lauraceae","Laurales","GB","PE",2018,0,"NE","Aniba rosaeodora"
"861","Aniba rosaeodora","Lauraceae","Laurales","GB","PE",2019,0,"NE","Aniba rosaeodora"
"862","Aniba rosaeodora","Lauraceae","Laurales","GB","PE",2020,0,"EN","Aniba rosaeodora"
"863","Aquilaria crassna","Thymelaeaceae","Myrtales","AU","TH",2005,0,"CR","Aquilaria crassna"
"864","Aquilaria crassna","Thymelaeaceae","Myrtales","AU","TH",2006,0,"CR","Aquilaria crassna"
"865","Aquilaria crassna","Thymelaeaceae","Myrtales","AU","TH",2007,0,"CR","Aquilaria crassna"
"866","Aquilaria crassna","Thymelaeaceae","Myrtales","AU","TH",2008,0,"CR","Aquilaria crassna"
"867","Aquilaria crassna","Thymelaeaceae","Myrtales","AU","TH",2009,0,"CR","Aquilaria crassna"
"868","Aquilaria crassna","Thymelaeaceae","Myrtales","AU","TH",2010,0,"CR","Aquilaria crassna"
"869","Aquilaria crassna","Thymelaeaceae","Myrtales","AU","TH",2011,0,"CR","Aquilaria crassna"
"870","Aquilaria crassna","Thymelaeaceae","Myrtales","AU","TH",2012,0,"CR","Aquilaria crassna"
"871","Aquilaria crassna","Thymelaeaceae","Myrtales","AU","TH",2013,0,"CR","Aquilaria crassna"
"872","Aquilaria crassna","Thymelaeaceae","Myrtales","AU","TH",2014,0,"CR","Aquilaria crassna"
"873","Aquilaria crassna","Thymelaeaceae","Myrtales","AU","TH",2015,0,"CR","Aquilaria crassna"
"874","Aquilaria crassna","Thymelaeaceae","Myrtales","AU","TH",2016,1,"CR","Aquilaria crassna"
"875","Aquilaria crassna","Thymelaeaceae","Myrtales","AU","TH",2017,0,"CR","Aquilaria crassna"
"876","Aquilaria crassna","Thymelaeaceae","Myrtales","AU","TH",2018,0,"CR","Aquilaria crassna"
"877","Aquilaria crassna","Thymelaeaceae","Myrtales","AU","TH",2019,0,"CR","Aquilaria crassna"
"878","Aquilaria crassna","Thymelaeaceae","Myrtales","AU","TH",2020,0,"CR","Aquilaria crassna"
"879","Aquilaria crassna","Thymelaeaceae","Myrtales","FR","TH",2005,0,"CR","Aquilaria crassna"
"880","Aquilaria crassna","Thymelaeaceae","Myrtales","FR","TH",2006,0,"CR","Aquilaria crassna"
"881","Aquilaria crassna","Thymelaeaceae","Myrtales","FR","TH",2007,0,"CR","Aquilaria crassna"
"882","Aquilaria crassna","Thymelaeaceae","Myrtales","FR","TH",2008,0,"CR","Aquilaria crassna"
"883","Aquilaria crassna","Thymelaeaceae","Myrtales","FR","TH",2009,0,"CR","Aquilaria crassna"
"884","Aquilaria crassna","Thymelaeaceae","Myrtales","FR","TH",2010,0,"CR","Aquilaria crassna"
"885","Aquilaria crassna","Thymelaeaceae","Myrtales","FR","TH",2011,0.24,"CR","Aquilaria crassna"
"886","Aquilaria crassna","Thymelaeaceae","Myrtales","FR","TH",2012,0,"CR","Aquilaria crassna"
"887","Aquilaria crassna","Thymelaeaceae","Myrtales","FR","TH",2013,0,"CR","Aquilaria crassna"
"888","Aquilaria crassna","Thymelaeaceae","Myrtales","FR","TH",2014,0,"CR","Aquilaria crassna"
"889","Aquilaria crassna","Thymelaeaceae","Myrtales","FR","TH",2015,2,"CR","Aquilaria crassna"
"890","Aquilaria crassna","Thymelaeaceae","Myrtales","FR","TH",2016,0,"CR","Aquilaria crassna"
"891","Aquilaria crassna","Thymelaeaceae","Myrtales","FR","TH",2017,0,"CR","Aquilaria crassna"
"892","Aquilaria crassna","Thymelaeaceae","Myrtales","FR","TH",2018,2,"CR","Aquilaria crassna"
"893","Aquilaria crassna","Thymelaeaceae","Myrtales","FR","TH",2019,0,"CR","Aquilaria crassna"
"894","Aquilaria crassna","Thymelaeaceae","Myrtales","FR","TH",2020,0,"CR","Aquilaria crassna"
"895","Aquilaria crassna","Thymelaeaceae","Myrtales","SA","TH",2005,0,"CR","Aquilaria crassna"
"896","Aquilaria crassna","Thymelaeaceae","Myrtales","SA","TH",2006,10037.6,"CR","Aquilaria crassna"
"897","Aquilaria crassna","Thymelaeaceae","Myrtales","SA","TH",2007,0,"CR","Aquilaria crassna"
"898","Aquilaria crassna","Thymelaeaceae","Myrtales","SA","TH",2008,46,"CR","Aquilaria crassna"
"899","Aquilaria crassna","Thymelaeaceae","Myrtales","SA","TH",2009,0,"CR","Aquilaria crassna"
"900","Aquilaria crassna","Thymelaeaceae","Myrtales","SA","TH",2010,0,"CR","Aquilaria crassna"
"901","Aquilaria crassna","Thymelaeaceae","Myrtales","SA","TH",2011,80,"CR","Aquilaria crassna"
"902","Aquilaria crassna","Thymelaeaceae","Myrtales","SA","TH",2012,0,"CR","Aquilaria crassna"
"903","Aquilaria crassna","Thymelaeaceae","Myrtales","SA","TH",2013,23,"CR","Aquilaria crassna"
"904","Aquilaria crassna","Thymelaeaceae","Myrtales","SA","TH",2014,0,"CR","Aquilaria crassna"
"905","Aquilaria crassna","Thymelaeaceae","Myrtales","SA","TH",2015,0,"CR","Aquilaria crassna"
"906","Aquilaria crassna","Thymelaeaceae","Myrtales","SA","TH",2016,0,"CR","Aquilaria crassna"
"907","Aquilaria crassna","Thymelaeaceae","Myrtales","SA","TH",2017,0,"CR","Aquilaria crassna"
"908","Aquilaria crassna","Thymelaeaceae","Myrtales","SA","TH",2018,0,"CR","Aquilaria crassna"
"909","Aquilaria crassna","Thymelaeaceae","Myrtales","SA","TH",2019,0,"CR","Aquilaria crassna"
"910","Aquilaria crassna","Thymelaeaceae","Myrtales","SA","TH",2020,141.6,"CR","Aquilaria crassna"
"911","Aquilaria crassna","Thymelaeaceae","Myrtales","SG","TH",2005,0,"CR","Aquilaria crassna"
"912","Aquilaria crassna","Thymelaeaceae","Myrtales","SG","TH",2006,0,"CR","Aquilaria crassna"
"913","Aquilaria crassna","Thymelaeaceae","Myrtales","SG","TH",2007,0.12,"CR","Aquilaria crassna"
"914","Aquilaria crassna","Thymelaeaceae","Myrtales","SG","TH",2008,1.3,"CR","Aquilaria crassna"
"915","Aquilaria crassna","Thymelaeaceae","Myrtales","SG","TH",2009,2.52,"CR","Aquilaria crassna"
"916","Aquilaria crassna","Thymelaeaceae","Myrtales","SG","TH",2010,2.4,"CR","Aquilaria crassna"
"917","Aquilaria crassna","Thymelaeaceae","Myrtales","SG","TH",2011,2.4,"CR","Aquilaria crassna"
"918","Aquilaria crassna","Thymelaeaceae","Myrtales","SG","TH",2012,0,"CR","Aquilaria crassna"
"919","Aquilaria crassna","Thymelaeaceae","Myrtales","SG","TH",2013,0,"CR","Aquilaria crassna"
"920","Aquilaria crassna","Thymelaeaceae","Myrtales","SG","TH",2014,0,"CR","Aquilaria crassna"
"921","Aquilaria crassna","Thymelaeaceae","Myrtales","SG","TH",2015,28,"CR","Aquilaria crassna"
"922","Aquilaria crassna","Thymelaeaceae","Myrtales","SG","TH",2016,0,"CR","Aquilaria crassna"
"923","Aquilaria crassna","Thymelaeaceae","Myrtales","SG","TH",2017,0,"CR","Aquilaria crassna"
"924","Aquilaria crassna","Thymelaeaceae","Myrtales","SG","TH",2018,0,"CR","Aquilaria crassna"
"925","Aquilaria crassna","Thymelaeaceae","Myrtales","SG","TH",2019,0,"CR","Aquilaria crassna"
"926","Aquilaria crassna","Thymelaeaceae","Myrtales","SG","TH",2020,0,"CR","Aquilaria crassna"
"927","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","ID",2005,0,"NE","Aquilaria filaria"
"928","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","ID",2006,0,"NE","Aquilaria filaria"
"929","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","ID",2007,0,"NE","Aquilaria filaria"
"930","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","ID",2008,23998,"NE","Aquilaria filaria"
"931","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","ID",2009,10200,"NE","Aquilaria filaria"
"932","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","ID",2010,18035.087,"NE","Aquilaria filaria"
"933","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","ID",2011,19665,"NE","Aquilaria filaria"
"934","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","ID",2012,0,"NE","Aquilaria filaria"
"935","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","ID",2013,27951.2,"NE","Aquilaria filaria"
"936","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","ID",2014,33100,"NE","Aquilaria filaria"
"937","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","ID",2015,0,"NE","Aquilaria filaria"
"938","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","ID",2016,500,"NE","Aquilaria filaria"
"939","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","ID",2017,25000,"NE","Aquilaria filaria"
"940","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","ID",2018,12000,"VU","Aquilaria filaria"
"941","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","ID",2019,29500,"VU","Aquilaria filaria"
"942","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","ID",2020,4500,"VU","Aquilaria filaria"
"943","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","SG",2005,0,"NE","Aquilaria filaria"
"944","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","SG",2006,0,"NE","Aquilaria filaria"
"945","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","SG",2007,2753.6,"NE","Aquilaria filaria"
"946","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","SG",2008,12314.7,"NE","Aquilaria filaria"
"947","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","SG",2009,11886.2,"NE","Aquilaria filaria"
"948","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","SG",2010,211,"NE","Aquilaria filaria"
"949","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","SG",2011,11269.8,"NE","Aquilaria filaria"
"950","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","SG",2012,0,"NE","Aquilaria filaria"
"951","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","SG",2013,0,"NE","Aquilaria filaria"
"952","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","SG",2014,0,"NE","Aquilaria filaria"
"953","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","SG",2015,0,"NE","Aquilaria filaria"
"954","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","SG",2016,0,"NE","Aquilaria filaria"
"955","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","SG",2017,0,"NE","Aquilaria filaria"
"956","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","SG",2018,0,"VU","Aquilaria filaria"
"957","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","SG",2019,0,"VU","Aquilaria filaria"
"958","Aquilaria filaria","Thymelaeaceae","Myrtales","AE","SG",2020,0,"VU","Aquilaria filaria"
"959","Aquilaria filaria","Thymelaeaceae","Myrtales","CN","ID",2005,0,"NE","Aquilaria filaria"
"960","Aquilaria filaria","Thymelaeaceae","Myrtales","CN","ID",2006,0,"NE","Aquilaria filaria"
"961","Aquilaria filaria","Thymelaeaceae","Myrtales","CN","ID",2007,0,"NE","Aquilaria filaria"
"962","Aquilaria filaria","Thymelaeaceae","Myrtales","CN","ID",2008,0,"NE","Aquilaria filaria"
"963","Aquilaria filaria","Thymelaeaceae","Myrtales","CN","ID",2009,0,"NE","Aquilaria filaria"
"964","Aquilaria filaria","Thymelaeaceae","Myrtales","CN","ID",2010,0,"NE","Aquilaria filaria"
"965","Aquilaria filaria","Thymelaeaceae","Myrtales","CN","ID",2011,0,"NE","Aquilaria filaria"
"966","Aquilaria filaria","Thymelaeaceae","Myrtales","CN","ID",2012,0,"NE","Aquilaria filaria"
"967","Aquilaria filaria","Thymelaeaceae","Myrtales","CN","ID",2013,0,"NE","Aquilaria filaria"
"968","Aquilaria filaria","Thymelaeaceae","Myrtales","CN","ID",2014,8700,"NE","Aquilaria filaria"
"969","Aquilaria filaria","Thymelaeaceae","Myrtales","CN","ID",2015,0,"NE","Aquilaria filaria"
"970","Aquilaria filaria","Thymelaeaceae","Myrtales","CN","ID",2016,10500,"NE","Aquilaria filaria"
"971","Aquilaria filaria","Thymelaeaceae","Myrtales","CN","ID",2017,0,"NE","Aquilaria filaria"
"972","Aquilaria filaria","Thymelaeaceae","Myrtales","CN","ID",2018,10740,"VU","Aquilaria filaria"
"973","Aquilaria filaria","Thymelaeaceae","Myrtales","CN","ID",2019,10400,"VU","Aquilaria filaria"
"974","Aquilaria filaria","Thymelaeaceae","Myrtales","CN","ID",2020,0,"VU","Aquilaria filaria"
"975","Aquilaria filaria","Thymelaeaceae","Myrtales","HK","ID",2005,0,"NE","Aquilaria filaria"
"976","Aquilaria filaria","Thymelaeaceae","Myrtales","HK","ID",2006,0,"NE","Aquilaria filaria"
"977","Aquilaria filaria","Thymelaeaceae","Myrtales","HK","ID",2007,0,"NE","Aquilaria filaria"
"978","Aquilaria filaria","Thymelaeaceae","Myrtales","HK","ID",2008,0,"NE","Aquilaria filaria"
"979","Aquilaria filaria","Thymelaeaceae","Myrtales","HK","ID",2009,0,"NE","Aquilaria filaria"
"980","Aquilaria filaria","Thymelaeaceae","Myrtales","HK","ID",2010,0,"NE","Aquilaria filaria"
"981","Aquilaria filaria","Thymelaeaceae","Myrtales","HK","ID",2011,0,"NE","Aquilaria filaria"
"982","Aquilaria filaria","Thymelaeaceae","Myrtales","HK","ID",2012,0,"NE","Aquilaria filaria"
"983","Aquilaria filaria","Thymelaeaceae","Myrtales","HK","ID",2013,0,"NE","Aquilaria filaria"
"984","Aquilaria filaria","Thymelaeaceae","Myrtales","HK","ID",2014,0,"NE","Aquilaria filaria"
"985","Aquilaria filaria","Thymelaeaceae","Myrtales","HK","ID",2015,0,"NE","Aquilaria filaria"
"986","Aquilaria filaria","Thymelaeaceae","Myrtales","HK","ID",2016,0,"NE","Aquilaria filaria"
"987","Aquilaria filaria","Thymelaeaceae","Myrtales","HK","ID",2017,0,"NE","Aquilaria filaria"
"988","Aquilaria filaria","Thymelaeaceae","Myrtales","HK","ID",2018,0,"VU","Aquilaria filaria"
"989","Aquilaria filaria","Thymelaeaceae","Myrtales","HK","ID",2019,1545,"VU","Aquilaria filaria"
"990","Aquilaria filaria","Thymelaeaceae","Myrtales","HK","ID",2020,200,"VU","Aquilaria filaria"
"991","Aquilaria filaria","Thymelaeaceae","Myrtales","JP","ID",2005,0,"NE","Aquilaria filaria"
"992","Aquilaria filaria","Thymelaeaceae","Myrtales","JP","ID",2006,0,"NE","Aquilaria filaria"
"993","Aquilaria filaria","Thymelaeaceae","Myrtales","JP","ID",2007,0,"NE","Aquilaria filaria"
"994","Aquilaria filaria","Thymelaeaceae","Myrtales","JP","ID",2008,0,"NE","Aquilaria filaria"
"995","Aquilaria filaria","Thymelaeaceae","Myrtales","JP","ID",2009,0,"NE","Aquilaria filaria"
"996","Aquilaria filaria","Thymelaeaceae","Myrtales","JP","ID",2010,0,"NE","Aquilaria filaria"
"997","Aquilaria filaria","Thymelaeaceae","Myrtales","JP","ID",2011,0,"NE","Aquilaria filaria"
"998","Aquilaria filaria","Thymelaeaceae","Myrtales","JP","ID",2012,0,"NE","Aquilaria filaria"
"999","Aquilaria filaria","Thymelaeaceae","Myrtales","JP","ID",2013,590,"NE","Aquilaria filaria"
"1000","Aquilaria filaria","Thymelaeaceae","Myrtales","JP","ID",2014,0,"NE","Aquilaria filaria"
"1001","Aquilaria filaria","Thymelaeaceae","Myrtales","JP","ID",2015,0,"NE","Aquilaria filaria"
"1002","Aquilaria filaria","Thymelaeaceae","Myrtales","JP","ID",2016,0,"NE","Aquilaria filaria"
"1003","Aquilaria filaria","Thymelaeaceae","Myrtales","JP","ID",2017,0,"NE","Aquilaria filaria"
"1004","Aquilaria filaria","Thymelaeaceae","Myrtales","JP","ID",2018,0,"VU","Aquilaria filaria"
"1005","Aquilaria filaria","Thymelaeaceae","Myrtales","JP","ID",2019,0,"VU","Aquilaria filaria"
"1006","Aquilaria filaria","Thymelaeaceae","Myrtales","JP","ID",2020,0,"VU","Aquilaria filaria"
"1007","Aquilaria filaria","Thymelaeaceae","Myrtales","KR","ID",2005,0,"NE","Aquilaria filaria"
"1008","Aquilaria filaria","Thymelaeaceae","Myrtales","KR","ID",2006,0,"NE","Aquilaria filaria"
"1009","Aquilaria filaria","Thymelaeaceae","Myrtales","KR","ID",2007,0,"NE","Aquilaria filaria"
"1010","Aquilaria filaria","Thymelaeaceae","Myrtales","KR","ID",2008,0,"NE","Aquilaria filaria"
"1011","Aquilaria filaria","Thymelaeaceae","Myrtales","KR","ID",2009,0,"NE","Aquilaria filaria"
"1012","Aquilaria filaria","Thymelaeaceae","Myrtales","KR","ID",2010,0,"NE","Aquilaria filaria"
"1013","Aquilaria filaria","Thymelaeaceae","Myrtales","KR","ID",2011,0,"NE","Aquilaria filaria"
"1014","Aquilaria filaria","Thymelaeaceae","Myrtales","KR","ID",2012,0,"NE","Aquilaria filaria"
"1015","Aquilaria filaria","Thymelaeaceae","Myrtales","KR","ID",2013,0,"NE","Aquilaria filaria"
"1016","Aquilaria filaria","Thymelaeaceae","Myrtales","KR","ID",2014,0,"NE","Aquilaria filaria"
"1017","Aquilaria filaria","Thymelaeaceae","Myrtales","KR","ID",2015,0,"NE","Aquilaria filaria"
"1018","Aquilaria filaria","Thymelaeaceae","Myrtales","KR","ID",2016,0,"NE","Aquilaria filaria"
"1019","Aquilaria filaria","Thymelaeaceae","Myrtales","KR","ID",2017,0,"NE","Aquilaria filaria"
"1020","Aquilaria filaria","Thymelaeaceae","Myrtales","KR","ID",2018,1,"VU","Aquilaria filaria"
"1021","Aquilaria filaria","Thymelaeaceae","Myrtales","KR","ID",2019,0,"VU","Aquilaria filaria"
"1022","Aquilaria filaria","Thymelaeaceae","Myrtales","KR","ID",2020,0,"VU","Aquilaria filaria"
"1023","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","ID",2005,0,"NE","Aquilaria filaria"
"1024","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","ID",2006,0,"NE","Aquilaria filaria"
"1025","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","ID",2007,0,"NE","Aquilaria filaria"
"1026","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","ID",2008,40,"NE","Aquilaria filaria"
"1027","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","ID",2009,1000,"NE","Aquilaria filaria"
"1028","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","ID",2010,0,"NE","Aquilaria filaria"
"1029","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","ID",2011,0,"NE","Aquilaria filaria"
"1030","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","ID",2012,0,"NE","Aquilaria filaria"
"1031","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","ID",2013,0,"NE","Aquilaria filaria"
"1032","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","ID",2014,0,"NE","Aquilaria filaria"
"1033","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","ID",2015,1000,"NE","Aquilaria filaria"
"1034","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","ID",2016,0,"NE","Aquilaria filaria"
"1035","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","ID",2017,0,"NE","Aquilaria filaria"
"1036","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","ID",2018,0,"VU","Aquilaria filaria"
"1037","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","ID",2019,2958,"VU","Aquilaria filaria"
"1038","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","ID",2020,0,"VU","Aquilaria filaria"
"1039","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","IN",2005,0,"NE","Aquilaria filaria"
"1040","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","IN",2006,0,"NE","Aquilaria filaria"
"1041","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","IN",2007,0,"NE","Aquilaria filaria"
"1042","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","IN",2008,0,"NE","Aquilaria filaria"
"1043","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","IN",2009,0,"NE","Aquilaria filaria"
"1044","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","IN",2010,0,"NE","Aquilaria filaria"
"1045","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","IN",2011,0,"NE","Aquilaria filaria"
"1046","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","IN",2012,1500,"NE","Aquilaria filaria"
"1047","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","IN",2013,0,"NE","Aquilaria filaria"
"1048","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","IN",2014,0,"NE","Aquilaria filaria"
"1049","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","IN",2015,0,"NE","Aquilaria filaria"
"1050","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","IN",2016,0,"NE","Aquilaria filaria"
"1051","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","IN",2017,0,"NE","Aquilaria filaria"
"1052","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","IN",2018,0,"VU","Aquilaria filaria"
"1053","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","IN",2019,0,"VU","Aquilaria filaria"
"1054","Aquilaria filaria","Thymelaeaceae","Myrtales","KW","IN",2020,0,"VU","Aquilaria filaria"
"1055","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","ID",2005,0,"NE","Aquilaria filaria"
"1056","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","ID",2006,5000,"NE","Aquilaria filaria"
"1057","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","ID",2007,21080,"NE","Aquilaria filaria"
"1058","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","ID",2008,50100,"NE","Aquilaria filaria"
"1059","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","ID",2009,3,"NE","Aquilaria filaria"
"1060","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","ID",2010,0,"NE","Aquilaria filaria"
"1061","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","ID",2011,137136,"NE","Aquilaria filaria"
"1062","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","ID",2012,0,"NE","Aquilaria filaria"
"1063","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","ID",2013,315696,"NE","Aquilaria filaria"
"1064","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","ID",2014,0,"NE","Aquilaria filaria"
"1065","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","ID",2015,0,"NE","Aquilaria filaria"
"1066","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","ID",2016,0,"NE","Aquilaria filaria"
"1067","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","ID",2017,0,"NE","Aquilaria filaria"
"1068","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","ID",2018,203235,"VU","Aquilaria filaria"
"1069","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","ID",2019,125189.2,"VU","Aquilaria filaria"
"1070","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","ID",2020,42522,"VU","Aquilaria filaria"
"1071","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","TH",2005,0,"NE","Aquilaria filaria"
"1072","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","TH",2006,0,"NE","Aquilaria filaria"
"1073","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","TH",2007,0,"NE","Aquilaria filaria"
"1074","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","TH",2008,0,"NE","Aquilaria filaria"
"1075","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","TH",2009,0,"NE","Aquilaria filaria"
"1076","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","TH",2010,0,"NE","Aquilaria filaria"
"1077","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","TH",2011,3.5,"NE","Aquilaria filaria"
"1078","Aquilaria filaria","Thymelaeaceae","Myrtales","SA","TH",2012,0,"NE","Aquilaria filaria"
