"","Taxon","Family","Order","Importer","Exporter","Year","mass"
"1166","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SA",2005,0
"1167","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SA",2006,0
"1168","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SA",2007,0
"1169","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SA",2008,0
"1170","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SA",2009,0
"1171","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SA",2010,0
"1172","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SA",2011,12.2
"1173","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SA",2012,0
"1174","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SA",2013,0
"1175","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SA",2014,0
"1176","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SA",2015,0
"1177","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SA",2016,0
"1178","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SA",2017,0
"1179","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SA",2018,0
"1180","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SA",2019,0
"1181","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SA",2020,0
"1182","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2000,0
"1183","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2001,0
"1184","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2002,0
"1185","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2003,0
"1186","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2004,0
"1187","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2005,0
"1188","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2006,0
"1189","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2007,3.6
"1190","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2008,15000
"1191","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2009,1688
"1192","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2010,2373
"1193","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2011,0
"1194","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2012,0
"1195","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2013,0
"1196","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2014,0
"1197","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2015,0
"1198","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2016,0
"1199","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2017,0
"1200","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2018,0
"1201","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2019,0
"1202","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","SG",2020,0
"1203","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2000,0
"1204","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2001,0
"1205","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2002,0
"1206","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2003,0
"1207","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2004,0
"1208","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2005,0
"1209","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2006,0
"1210","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2007,0
"1211","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2008,0
"1212","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2009,115
"1213","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2010,58.3
"1214","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2011,53.4
"1215","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2012,12
"1216","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2013,0
"1217","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2014,0
"1218","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2015,0
"1219","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2016,0
"1220","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2017,0
"1221","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2018,0
"1222","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2019,0
"1223","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","TH",2020,0
"1224","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2000,0
"1225","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2001,0
"1226","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2002,0
"1227","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2003,0
"1228","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2004,0
"1229","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2005,0
"1230","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2006,0
"1231","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2007,0
"1232","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2008,0
"1233","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2009,10
"1234","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2010,0
"1235","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2011,0
"1236","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2012,0
"1237","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2013,0
"1238","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2014,0
"1239","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2015,0
"1240","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2016,0
"1241","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2017,0
"1242","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2018,0
"1243","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2019,0
"1244","Aquilaria malaccensis","Thymelaeaceae","Myrtales","AE","XX",2020,0
"1245","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2000,0
"1246","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2001,0
"1247","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2002,0
"1248","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2003,0
"1249","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2004,0
"1250","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2005,0
"1251","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2006,5.018
"1252","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2007,0
"1253","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2008,0
"1254","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2009,0
"1255","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2010,0
"1256","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2011,0
"1257","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2012,0
"1258","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2013,0
"1259","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2014,0
"1260","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2015,0
"1261","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2016,0
"1262","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2017,0
"1263","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2018,0
"1264","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2019,0
"1265","Aquilaria malaccensis","Thymelaeaceae","Myrtales","CA","CN",2020,0
"1266","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2000,0
"1267","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2001,0
"1268","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2002,0
"1269","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2003,0
"1270","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2004,0
"1271","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2005,0
"1272","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2006,0
"1273","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2007,0
"1274","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2008,0
"1275","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2009,0
"1276","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2010,0
"1277","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2011,0
"1278","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2012,0
"1279","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2013,0
"1280","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2014,0
"1281","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2015,0
"1282","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2016,0.006
"1283","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2017,0.012
"1284","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2018,0
"1285","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2019,0.006
"1286","Aquilaria malaccensis","Thymelaeaceae","Myrtales","FR","MY",2020,0.536
"1287","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2000,0
"1288","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2001,0
"1289","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2002,0
"1290","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2003,0
"1291","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2004,0
"1292","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2005,0.4
"1293","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2006,0
"1294","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2007,0
"1295","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2008,0
"1296","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2009,0
"1297","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2010,0
"1298","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2011,0
"1299","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2012,0
"1300","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2013,17.79
"1301","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2014,0
"1302","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2015,0
"1303","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2016,0
"1304","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2017,0
"1305","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2018,0
"1306","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2019,0
"1307","Aquilaria malaccensis","Thymelaeaceae","Myrtales","JP","CN",2020,0
"1308","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2000,0
"1309","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2001,0
"1310","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2002,0
"1311","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2003,0
"1312","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2004,0
"1313","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2005,0
"1314","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2006,0
"1315","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2007,0
"1316","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2008,0
"1317","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2009,0
"1318","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2010,9
"1319","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2011,0
"1320","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2012,0
"1321","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2013,0
"1322","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2014,0
"1323","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2015,0
"1324","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2016,0
"1325","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2017,0
"1326","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2018,0
"1327","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2019,0
"1328","Aquilaria malaccensis","Thymelaeaceae","Myrtales","KW","TH",2020,0
"1329","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2000,0
"1330","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2001,0
"1331","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2002,0
"1332","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2003,0
"1333","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2004,0
"1334","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2005,0
"1335","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2006,0.5308
"1336","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2007,0
"1337","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2008,0
"1338","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2009,0
"1339","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2010,0
"1340","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2011,0
"1341","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2012,0
"1342","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2013,0
"1343","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2014,0
"1344","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2015,0
"1345","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2016,0
"1346","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2017,0
"1347","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2018,0
"1348","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2019,0
"1349","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","AE",2020,0
"1350","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2000,0
"1351","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2001,0
"1352","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2002,0
"1353","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2003,0
"1354","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2004,0
"1355","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2005,0
"1356","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2006,0
"1357","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2007,2000
"1358","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2008,8000
"1359","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2009,0
"1360","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2010,0
"1361","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2011,0
"1362","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2012,0
"1363","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2013,45228
"1364","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2014,0
"1365","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2015,0
"1366","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2016,0
"1367","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2017,0
"1368","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2018,50
"1369","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2019,0
"1370","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","ID",2020,0
"1371","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2000,0
"1372","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2001,0
"1373","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2002,0
"1374","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2003,0
"1375","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2004,0
"1376","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2005,0
"1377","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2006,0
"1378","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2007,0
"1379","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2008,0
"1380","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2009,8
"1381","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2010,0
"1382","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2011,13
"1383","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2012,0
"1384","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2013,0
"1385","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2014,0
"1386","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2015,0
"1387","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2016,0
"1388","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2017,0
"1389","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2018,0
"1390","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2019,0
"1391","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","LA",2020,0
"1392","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2000,0
"1393","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2001,0
"1394","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2002,0
"1395","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2003,0
"1396","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2004,0
"1397","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2005,0
"1398","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2006,0
"1399","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2007,0
"1400","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2008,0
"1401","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2009,73
"1402","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2010,0
"1403","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2011,5000
"1404","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2012,0
"1405","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2013,10000
"1406","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2014,0
"1407","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2015,0
"1408","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2016,0
"1409","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2017,0
"1410","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2018,0
"1411","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2019,0
"1412","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","MY",2020,0
"1413","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2000,0
"1414","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2001,0
"1415","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2002,0
"1416","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2003,0
"1417","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2004,0
"1418","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2005,0
"1419","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2006,0
"1420","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2007,0
"1421","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2008,0
"1422","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2009,16
"1423","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2010,0
"1424","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2011,161.5
"1425","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2012,0
"1426","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2013,40
"1427","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2014,0
"1428","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2015,0
"1429","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2016,0
"1430","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2017,0
"1431","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2018,0
"1432","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2019,0
"1433","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SA","TH",2020,0
"1434","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2000,0
"1435","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2001,0
"1436","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2002,0
"1437","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2003,0
"1438","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2004,0
"1439","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2005,0
"1440","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2006,5000
"1441","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2007,15600
"1442","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2008,28500
"1443","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2009,13401
"1444","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2010,0
"1445","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2011,10800
"1446","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2012,0
"1447","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2013,9750
"1448","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2014,0
"1449","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2015,0
"1450","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2016,0
"1451","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2017,0
"1452","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2018,0
"1453","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2019,0
"1454","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","ID",2020,0
"1455","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2000,5600
"1456","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2001,0
"1457","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2002,0
"1458","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2003,0
"1459","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2004,0
"1460","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2005,0
"1461","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2006,0
"1462","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2007,0
"1463","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2008,0
"1464","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2009,0
"1465","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2010,0
"1466","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2011,0
"1467","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2012,0
"1468","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2013,0
"1469","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2014,0
"1470","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2015,0
"1471","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2016,0
"1472","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2017,0
"1473","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2018,0
"1474","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2019,0
"1475","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","IN",2020,0
"1476","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","MY",2000,0
"1477","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","MY",2001,0
"1478","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","MY",2002,0
"1479","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","MY",2003,15000
"1480","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","MY",2004,5000
"1481","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","MY",2005,2000
"1482","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","MY",2006,0
"1483","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","MY",2007,25
"1484","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","MY",2008,6100
"1485","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","MY",2009,0
"1486","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","MY",2010,0
"1487","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","MY",2011,0
"1488","Aquilaria malaccensis","Thymelaeaceae","Myrtales","SG","MY",2012,0
