"","V1","Taxon","Family","Order","Vol_Unit","Importer","Exporter","Year","Vol","Volume","Clean_code","IUCNName","Threat"
"2911",2911,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","NI",2010,,0,"VU","Cedrela odorata","threatened"
"2912",2912,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","NI",2011,,0,"VU","Cedrela odorata","threatened"
"2913",2913,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","NI",2012,,0,"VU","Cedrela odorata","threatened"
"2914",2914,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","NI",2013,,0,"VU","Cedrela odorata","threatened"
"2915",2915,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","NI",2014,,0,"VU","Cedrela odorata","threatened"
"2916",2916,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","NI",2015,,0,"VU","Cedrela odorata","threatened"
"2917",2917,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","NI",2016,,0,"VU","Cedrela odorata","threatened"
"2918",2918,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","NI",2017,,0,"VU","Cedrela odorata","threatened"
"2919",2919,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","NI",2018,,0,"VU","Cedrela odorata","threatened"
"2920",2920,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","NI",2019,,0,"VU","Cedrela odorata","threatened"
"2921",2921,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","NI",2020,,0,"VU","Cedrela odorata","threatened"
"2922",2922,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","PE",2001,26,26,"VU","Cedrela odorata","threatened"
"2923",2923,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","PE",2002,12.07,12.07,"VU","Cedrela odorata","threatened"
"2924",2924,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","PE",2003,15.115,15.115,"VU","Cedrela odorata","threatened"
"2925",2925,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","PE",2004,,0,"VU","Cedrela odorata","threatened"
"2926",2926,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","PE",2005,9.051,9.051,"VU","Cedrela odorata","threatened"
"2927",2927,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","PE",2006,,0,"VU","Cedrela odorata","threatened"
"2928",2928,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","PE",2007,1545.015,1545.015,"VU","Cedrela odorata","threatened"
"2929",2929,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","PE",2008,122.171,122.171,"VU","Cedrela odorata","threatened"
"2930",2930,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","PE",2009,,0,"VU","Cedrela odorata","threatened"
"2931",2931,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","PE",2010,5.455,5.455,"VU","Cedrela odorata","threatened"
"2932",2932,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","PE",2011,,0,"VU","Cedrela odorata","threatened"
"2933",2933,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","PE",2012,,0,"VU","Cedrela odorata","threatened"
"2934",2934,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","PE",2013,,0,"VU","Cedrela odorata","threatened"
"2935",2935,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","PE",2014,,0,"VU","Cedrela odorata","threatened"
"2936",2936,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","PE",2015,,0,"VU","Cedrela odorata","threatened"
"2937",2937,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","PE",2016,,0,"VU","Cedrela odorata","threatened"
"2938",2938,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","PE",2017,,0,"VU","Cedrela odorata","threatened"
"2939",2939,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","PE",2018,,0,"VU","Cedrela odorata","threatened"
"2940",2940,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","PE",2019,,0,"VU","Cedrela odorata","threatened"
"2941",2941,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","PE",2020,,0,"VU","Cedrela odorata","threatened"
"2942",2942,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","VE",2001,,0,"VU","Cedrela odorata","threatened"
"2943",2943,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","VE",2002,,0,"VU","Cedrela odorata","threatened"
"2944",2944,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","VE",2003,,0,"VU","Cedrela odorata","threatened"
"2945",2945,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","VE",2004,15.93,15.93,"VU","Cedrela odorata","threatened"
"2946",2946,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","VE",2005,,0,"VU","Cedrela odorata","threatened"
"2947",2947,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","VE",2006,,0,"VU","Cedrela odorata","threatened"
"2948",2948,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","VE",2007,,0,"VU","Cedrela odorata","threatened"
"2949",2949,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","VE",2008,,0,"VU","Cedrela odorata","threatened"
"2950",2950,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","VE",2009,,0,"VU","Cedrela odorata","threatened"
"2951",2951,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","VE",2010,,0,"VU","Cedrela odorata","threatened"
"2952",2952,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","VE",2011,,0,"VU","Cedrela odorata","threatened"
"2953",2953,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","VE",2012,,0,"VU","Cedrela odorata","threatened"
"2954",2954,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","VE",2013,,0,"VU","Cedrela odorata","threatened"
"2955",2955,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","VE",2014,,0,"VU","Cedrela odorata","threatened"
"2956",2956,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","VE",2015,,0,"VU","Cedrela odorata","threatened"
"2957",2957,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","VE",2016,,0,"VU","Cedrela odorata","threatened"
"2958",2958,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","VE",2017,,0,"VU","Cedrela odorata","threatened"
"2959",2959,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","VE",2018,,0,"VU","Cedrela odorata","threatened"
"2960",2960,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","VE",2019,,0,"VU","Cedrela odorata","threatened"
"2961",2961,"Cedrela odorata","Meliaceae","Sapindales","m3","ES","VE",2020,,0,"VU","Cedrela odorata","threatened"
"2962",2962,"Cedrela odorata","Meliaceae","Sapindales","m3","GB","BR",2001,,0,"VU","Cedrela odorata","threatened"
"2963",2963,"Cedrela odorata","Meliaceae","Sapindales","m3","GB","BR",2002,140.069,140.069,"VU","Cedrela odorata","threatened"
"2964",2964,"Cedrela odorata","Meliaceae","Sapindales","m3","GB","BR",2003,181.83,181.83,"VU","Cedrela odorata","threatened"
"2965",2965,"Cedrela odorata","Meliaceae","Sapindales","m3","GB","BR",2004,,0,"VU","Cedrela odorata","threatened"
"2966",2966,"Cedrela odorata","Meliaceae","Sapindales","m3","GB","BR",2005,34.256,34.256,"VU","Cedrela odorata","threatened"
"2967",2967,"Cedrela odorata","Meliaceae","Sapindales","m3","GB","BR",2006,,0,"VU","Cedrela odorata","threatened"
"2968",2968,"Cedrela odorata","Meliaceae","Sapindales","m3","GB","BR",2007,,0,"VU","Cedrela odorata","threatened"
"2969",2969,"Cedrela odorata","Meliaceae","Sapindales","m3","GB","BR",2008,,0,"VU","Cedrela odorata","threatened"
"2970",2970,"Cedrela odorata","Meliaceae","Sapindales","m3","GB","BR",2009,,0,"VU","Cedrela odorata","threatened"
"2971",2971,"Cedrela odorata","Meliaceae","Sapindales","m3","GB","BR",2010,,0,"VU","Cedrela odorata","threatened"
"2972",2972,"Cedrela odorata","Meliaceae","Sapindales","m3","GB","BR",2011,,0,"VU","Cedrela odorata","threatened"
"2973",2973,"Cedrela odorata","Meliaceae","Sapindales","m3","GB","BR",2012,,0,"VU","Cedrela odorata","threatened"
"2974",2974,"Cedrela odorata","Meliaceae","Sapindales","m3","GB","BR",2013,,0,"VU","Cedrela odorata","threatened"
"2975",2975,"Cedrela odorata","Meliaceae","Sapindales","m3","GB","BR",2014,,0,"VU","Cedrela odorata","threatened"
"2976",2976,"Cedrela odorata","Meliaceae","Sapindales","m3","GB","BR",2015,,0,"VU","Cedrela odorata","threatened"
"2977",2977,"Cedrela odorata","Meliaceae","Sapindales","m3","GB","BR",2016,,0,"VU","Cedrela odorata","threatened"
"2978",2978,"Cedrela odorata","Meliaceae","Sapindales","m3","GB","BR",2017,,0,"VU","Cedrela odorata","threatened"
"2979",2979,"Cedrela odorata","Meliaceae","Sapindales","m3","GB","BR",2018,,0,"VU","Cedrela odorata","threatened"
"2980",2980,"Cedrela odorata","Meliaceae","Sapindales","m3","GB","BR",2019,,0,"VU","Cedrela odorata","threatened"
"2981",2981,"Cedrela odorata","Meliaceae","Sapindales","m3","GB","BR",2020,,0,"VU","Cedrela odorata","threatened"
"2982",2982,"Cedrela odorata","Meliaceae","Sapindales","m3","HN","GT",2001,,0,"VU","Cedrela odorata","threatened"
"2983",2983,"Cedrela odorata","Meliaceae","Sapindales","m3","HN","GT",2002,,0,"VU","Cedrela odorata","threatened"
"2984",2984,"Cedrela odorata","Meliaceae","Sapindales","m3","HN","GT",2003,,0,"VU","Cedrela odorata","threatened"
"2985",2985,"Cedrela odorata","Meliaceae","Sapindales","m3","HN","GT",2004,,0,"VU","Cedrela odorata","threatened"
"2986",2986,"Cedrela odorata","Meliaceae","Sapindales","m3","HN","GT",2005,,0,"VU","Cedrela odorata","threatened"
"2987",2987,"Cedrela odorata","Meliaceae","Sapindales","m3","HN","GT",2006,,0,"VU","Cedrela odorata","threatened"
"2988",2988,"Cedrela odorata","Meliaceae","Sapindales","m3","HN","GT",2007,,0,"VU","Cedrela odorata","threatened"
"2989",2989,"Cedrela odorata","Meliaceae","Sapindales","m3","HN","GT",2008,,0,"VU","Cedrela odorata","threatened"
"2990",2990,"Cedrela odorata","Meliaceae","Sapindales","m3","HN","GT",2009,,0,"VU","Cedrela odorata","threatened"
"2991",2991,"Cedrela odorata","Meliaceae","Sapindales","m3","HN","GT",2010,,0,"VU","Cedrela odorata","threatened"
"2992",2992,"Cedrela odorata","Meliaceae","Sapindales","m3","HN","GT",2011,,0,"VU","Cedrela odorata","threatened"
"2993",2993,"Cedrela odorata","Meliaceae","Sapindales","m3","HN","GT",2012,,0,"VU","Cedrela odorata","threatened"
"2994",2994,"Cedrela odorata","Meliaceae","Sapindales","m3","HN","GT",2013,0.0509052,0.0509052,"VU","Cedrela odorata","threatened"
"2995",2995,"Cedrela odorata","Meliaceae","Sapindales","m3","HN","GT",2014,,0,"VU","Cedrela odorata","threatened"
"2996",2996,"Cedrela odorata","Meliaceae","Sapindales","m3","HN","GT",2015,,0,"VU","Cedrela odorata","threatened"
"2997",2997,"Cedrela odorata","Meliaceae","Sapindales","m3","HN","GT",2016,,0,"VU","Cedrela odorata","threatened"
"2998",2998,"Cedrela odorata","Meliaceae","Sapindales","m3","HN","GT",2017,,0,"VU","Cedrela odorata","threatened"
"2999",2999,"Cedrela odorata","Meliaceae","Sapindales","m3","HN","GT",2018,,0,"VU","Cedrela odorata","threatened"
"3000",3000,"Cedrela odorata","Meliaceae","Sapindales","m3","HN","GT",2019,,0,"VU","Cedrela odorata","threatened"
"3001",3001,"Cedrela odorata","Meliaceae","Sapindales","m3","HN","GT",2020,,0,"VU","Cedrela odorata","threatened"
"3002",3002,"Cedrela odorata","Meliaceae","Sapindales","m3","IT","BO",2001,,0,"VU","Cedrela odorata","threatened"
"3003",3003,"Cedrela odorata","Meliaceae","Sapindales","m3","IT","BO",2002,,0,"VU","Cedrela odorata","threatened"
"3004",3004,"Cedrela odorata","Meliaceae","Sapindales","m3","IT","BO",2003,,0,"VU","Cedrela odorata","threatened"
"3005",3005,"Cedrela odorata","Meliaceae","Sapindales","m3","IT","BO",2004,,0,"VU","Cedrela odorata","threatened"
"3006",3006,"Cedrela odorata","Meliaceae","Sapindales","m3","IT","BO",2005,84.08,84.08,"VU","Cedrela odorata","threatened"
"3007",3007,"Cedrela odorata","Meliaceae","Sapindales","m3","IT","BO",2006,,0,"VU","Cedrela odorata","threatened"
"3008",3008,"Cedrela odorata","Meliaceae","Sapindales","m3","IT","BO",2007,,0,"VU","Cedrela odorata","threatened"
"3009",3009,"Cedrela odorata","Meliaceae","Sapindales","m3","IT","BO",2008,,0,"VU","Cedrela odorata","threatened"
"3010",3010,"Cedrela odorata","Meliaceae","Sapindales","m3","IT","BO",2009,,0,"VU","Cedrela odorata","threatened"
"3011",3011,"Cedrela odorata","Meliaceae","Sapindales","m3","IT","BO",2010,,0,"VU","Cedrela odorata","threatened"
"3012",3012,"Cedrela odorata","Meliaceae","Sapindales","m3","IT","BO",2011,,0,"VU","Cedrela odorata","threatened"
"3013",3013,"Cedrela odorata","Meliaceae","Sapindales","m3","IT","BO",2012,,0,"VU","Cedrela odorata","threatened"
"3014",3014,"Cedrela odorata","Meliaceae","Sapindales","m3","IT","BO",2013,,0,"VU","Cedrela odorata","threatened"
"3015",3015,"Cedrela odorata","Meliaceae","Sapindales","m3","IT","BO",2014,,0,"VU","Cedrela odorata","threatened"
"3016",3016,"Cedrela odorata","Meliaceae","Sapindales","m3","IT","BO",2015,,0,"VU","Cedrela odorata","threatened"
"3017",3017,"Cedrela odorata","Meliaceae","Sapindales","m3","IT","BO",2016,,0,"VU","Cedrela odorata","threatened"
"3018",3018,"Cedrela odorata","Meliaceae","Sapindales","m3","IT","BO",2017,,0,"VU","Cedrela odorata","threatened"
"3019",3019,"Cedrela odorata","Meliaceae","Sapindales","m3","IT","BO",2018,,0,"VU","Cedrela odorata","threatened"
"3020",3020,"Cedrela odorata","Meliaceae","Sapindales","m3","IT","BO",2019,,0,"VU","Cedrela odorata","threatened"
"3021",3021,"Cedrela odorata","Meliaceae","Sapindales","m3","IT","BO",2020,,0,"VU","Cedrela odorata","threatened"
"3022",3022,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","BR",2001,,0,"VU","Cedrela odorata","threatened"
"3023",3023,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","BR",2002,,0,"VU","Cedrela odorata","threatened"
"3024",3024,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","BR",2003,,0,"VU","Cedrela odorata","threatened"
"3025",3025,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","BR",2004,,0,"VU","Cedrela odorata","threatened"
"3026",3026,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","BR",2005,,0,"VU","Cedrela odorata","threatened"
"3027",3027,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","BR",2006,,0,"VU","Cedrela odorata","threatened"
"3028",3028,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","BR",2007,,0,"VU","Cedrela odorata","threatened"
"3029",3029,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","BR",2008,,0,"VU","Cedrela odorata","threatened"
"3030",3030,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","BR",2009,,0,"VU","Cedrela odorata","threatened"
"3031",3031,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","BR",2010,,0,"VU","Cedrela odorata","threatened"
"3032",3032,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","BR",2011,,0,"VU","Cedrela odorata","threatened"
"3033",3033,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","BR",2012,2.737,2.737,"VU","Cedrela odorata","threatened"
"3034",3034,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","BR",2013,,0,"VU","Cedrela odorata","threatened"
"3035",3035,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","BR",2014,2.352,2.352,"VU","Cedrela odorata","threatened"
"3036",3036,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","BR",2015,4.606,4.606,"VU","Cedrela odorata","threatened"
"3037",3037,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","BR",2016,,0,"VU","Cedrela odorata","threatened"
"3038",3038,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","BR",2017,,0,"VU","Cedrela odorata","threatened"
"3039",3039,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","BR",2018,,0,"VU","Cedrela odorata","threatened"
"3040",3040,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","BR",2019,,0,"VU","Cedrela odorata","threatened"
"3041",3041,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","BR",2020,,0,"VU","Cedrela odorata","threatened"
"3042",3042,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","GT",2001,,0,"VU","Cedrela odorata","threatened"
"3043",3043,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","GT",2002,,0,"VU","Cedrela odorata","threatened"
"3044",3044,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","GT",2003,,0,"VU","Cedrela odorata","threatened"
"3045",3045,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","GT",2004,,0,"VU","Cedrela odorata","threatened"
"3046",3046,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","GT",2005,,0,"VU","Cedrela odorata","threatened"
"3047",3047,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","GT",2006,,0,"VU","Cedrela odorata","threatened"
"3048",3048,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","GT",2007,,0,"VU","Cedrela odorata","threatened"
"3049",3049,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","GT",2008,,0,"VU","Cedrela odorata","threatened"
"3050",3050,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","GT",2009,8,8,"VU","Cedrela odorata","threatened"
"3051",3051,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","GT",2010,,0,"VU","Cedrela odorata","threatened"
"3052",3052,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","GT",2011,,0,"VU","Cedrela odorata","threatened"
"3053",3053,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","GT",2012,,0,"VU","Cedrela odorata","threatened"
"3054",3054,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","GT",2013,,0,"VU","Cedrela odorata","threatened"
"3055",3055,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","GT",2014,,0,"VU","Cedrela odorata","threatened"
"3056",3056,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","GT",2015,,0,"VU","Cedrela odorata","threatened"
"3057",3057,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","GT",2016,,0,"VU","Cedrela odorata","threatened"
"3058",3058,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","GT",2017,,0,"VU","Cedrela odorata","threatened"
"3059",3059,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","GT",2018,,0,"VU","Cedrela odorata","threatened"
"3060",3060,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","GT",2019,,0,"VU","Cedrela odorata","threatened"
"3061",3061,"Cedrela odorata","Meliaceae","Sapindales","m3","JP","GT",2020,,0,"VU","Cedrela odorata","threatened"
"3062",3062,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BO",2001,,0,"VU","Cedrela odorata","threatened"
"3063",3063,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BO",2002,,0,"VU","Cedrela odorata","threatened"
"3064",3064,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BO",2003,,0,"VU","Cedrela odorata","threatened"
"3065",3065,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BO",2004,,0,"VU","Cedrela odorata","threatened"
"3066",3066,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BO",2005,,0,"VU","Cedrela odorata","threatened"
"3067",3067,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BO",2006,69.4,69.4,"VU","Cedrela odorata","threatened"
"3068",3068,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BO",2007,,0,"VU","Cedrela odorata","threatened"
"3069",3069,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BO",2008,148.45,148.45,"VU","Cedrela odorata","threatened"
"3070",3070,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BO",2009,,0,"VU","Cedrela odorata","threatened"
"3071",3071,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BO",2010,194.282,194.282,"VU","Cedrela odorata","threatened"
"3072",3072,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BO",2011,55.36,55.36,"VU","Cedrela odorata","threatened"
"3073",3073,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BO",2012,58.47,58.47,"VU","Cedrela odorata","threatened"
"3074",3074,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BO",2013,166.157,166.157,"VU","Cedrela odorata","threatened"
"3075",3075,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BO",2014,198.393,198.393,"VU","Cedrela odorata","threatened"
"3076",3076,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BO",2015,,0,"VU","Cedrela odorata","threatened"
"3077",3077,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BO",2016,35.16,35.16,"VU","Cedrela odorata","threatened"
"3078",3078,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BO",2017,15.37,15.37,"VU","Cedrela odorata","threatened"
"3079",3079,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BO",2018,,0,"VU","Cedrela odorata","threatened"
"3080",3080,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BO",2019,32.14,32.14,"VU","Cedrela odorata","threatened"
"3081",3081,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BO",2020,,0,"VU","Cedrela odorata","threatened"
"3082",3082,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BR",2001,,0,"VU","Cedrela odorata","threatened"
"3083",3083,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BR",2002,,0,"VU","Cedrela odorata","threatened"
"3084",3084,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BR",2003,,0,"VU","Cedrela odorata","threatened"
"3085",3085,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BR",2004,,0,"VU","Cedrela odorata","threatened"
"3086",3086,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BR",2005,,0,"VU","Cedrela odorata","threatened"
"3087",3087,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BR",2006,,0,"VU","Cedrela odorata","threatened"
"3088",3088,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BR",2007,,0,"VU","Cedrela odorata","threatened"
"3089",3089,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BR",2008,,0,"VU","Cedrela odorata","threatened"
"3090",3090,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BR",2009,,0,"VU","Cedrela odorata","threatened"
"3091",3091,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BR",2010,,0,"VU","Cedrela odorata","threatened"
"3092",3092,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BR",2011,,0,"VU","Cedrela odorata","threatened"
"3093",3093,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BR",2012,42.242,42.242,"VU","Cedrela odorata","threatened"
"3094",3094,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BR",2013,71.195,71.195,"VU","Cedrela odorata","threatened"
"3095",3095,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BR",2014,172.486,172.486,"VU","Cedrela odorata","threatened"
"3096",3096,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BR",2015,,0,"VU","Cedrela odorata","threatened"
"3097",3097,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BR",2016,95.51,95.51,"VU","Cedrela odorata","threatened"
"3098",3098,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BR",2017,145.74,145.74,"VU","Cedrela odorata","threatened"
"3099",3099,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BR",2018,,0,"VU","Cedrela odorata","threatened"
"3100",3100,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BR",2019,517.46,517.46,"VU","Cedrela odorata","threatened"
"3101",3101,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","BR",2020,,0,"VU","Cedrela odorata","threatened"
"3102",3102,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","CI",2001,,0,"VU","Cedrela odorata","threatened"
"3103",3103,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","CI",2002,,0,"VU","Cedrela odorata","threatened"
"3104",3104,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","CI",2003,,0,"VU","Cedrela odorata","threatened"
"3105",3105,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","CI",2004,,0,"VU","Cedrela odorata","threatened"
"3106",3106,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","CI",2005,,0,"VU","Cedrela odorata","threatened"
"3107",3107,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","CI",2006,,0,"VU","Cedrela odorata","threatened"
"3108",3108,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","CI",2007,,0,"VU","Cedrela odorata","threatened"
"3109",3109,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","CI",2008,,0,"VU","Cedrela odorata","threatened"
"3110",3110,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","CI",2009,,0,"VU","Cedrela odorata","threatened"
"3111",3111,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","CI",2010,,0,"VU","Cedrela odorata","threatened"
"3112",3112,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","CI",2011,,0,"VU","Cedrela odorata","threatened"
"3113",3113,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","CI",2012,,0,"VU","Cedrela odorata","threatened"
"3114",3114,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","CI",2013,,0,"VU","Cedrela odorata","threatened"
"3115",3115,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","CI",2014,,0,"VU","Cedrela odorata","threatened"
"3116",3116,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","CI",2015,,0,"VU","Cedrela odorata","threatened"
"3117",3117,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","CI",2016,,0,"VU","Cedrela odorata","threatened"
"3118",3118,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","CI",2017,41.55,41.55,"VU","Cedrela odorata","threatened"
"3119",3119,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","CI",2018,,0,"VU","Cedrela odorata","threatened"
"3120",3120,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","CI",2019,,0,"VU","Cedrela odorata","threatened"
"3121",3121,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","CI",2020,,0,"VU","Cedrela odorata","threatened"
"3122",3122,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","GT",2001,,0,"VU","Cedrela odorata","threatened"
"3123",3123,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","GT",2002,,0,"VU","Cedrela odorata","threatened"
"3124",3124,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","GT",2003,,0,"VU","Cedrela odorata","threatened"
"3125",3125,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","GT",2004,,0,"VU","Cedrela odorata","threatened"
"3126",3126,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","GT",2005,,0,"VU","Cedrela odorata","threatened"
"3127",3127,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","GT",2006,,0,"VU","Cedrela odorata","threatened"
"3128",3128,"Cedrela odorata","Meliaceae","Sapindales","m3","MX","GT",2007,,0,"VU","Cedrela odorata","threatened"
