"","Taxon","Family","Order","Importer","Exporter","Year","n"
"7910","Cyclamen coum","Primulaceae","Primulales","NL","GE",2019,0
"7911","Cyclamen coum","Primulaceae","Primulales","NL","GE",2020,0
"7912","Cyclamen coum","Primulaceae","Primulales","NL","TR",2000,230950
"7913","Cyclamen coum","Primulaceae","Primulales","NL","TR",2001,294500
"7914","Cyclamen coum","Primulaceae","Primulales","NL","TR",2002,294650
"7915","Cyclamen coum","Primulaceae","Primulales","NL","TR",2003,294700
"7916","Cyclamen coum","Primulaceae","Primulales","NL","TR",2004,295000
"7917","Cyclamen coum","Primulaceae","Primulales","NL","TR",2005,395000
"7918","Cyclamen coum","Primulaceae","Primulales","NL","TR",2006,428650
"7919","Cyclamen coum","Primulaceae","Primulales","NL","TR",2007,36400
"7920","Cyclamen coum","Primulaceae","Primulales","NL","TR",2008,154550
"7921","Cyclamen coum","Primulaceae","Primulales","NL","TR",2009,258610
"7922","Cyclamen coum","Primulaceae","Primulales","NL","TR",2010,270600
"7923","Cyclamen coum","Primulaceae","Primulales","NL","TR",2011,233195
"7924","Cyclamen coum","Primulaceae","Primulales","NL","TR",2012,117465
"7925","Cyclamen coum","Primulaceae","Primulales","NL","TR",2013,260225
"7926","Cyclamen coum","Primulaceae","Primulales","NL","TR",2014,230748
"7927","Cyclamen coum","Primulaceae","Primulales","NL","TR",2015,52246
"7928","Cyclamen coum","Primulaceae","Primulales","NL","TR",2016,49980
"7929","Cyclamen coum","Primulaceae","Primulales","NL","TR",2017,52669
"7930","Cyclamen coum","Primulaceae","Primulales","NL","TR",2018,318831
"7931","Cyclamen coum","Primulaceae","Primulales","NL","TR",2019,278524
"7932","Cyclamen coum","Primulaceae","Primulales","NL","TR",2020,64828
"7933","Cyclamen coum","Primulaceae","Primulales","US","GE",2000,0
"7934","Cyclamen coum","Primulaceae","Primulales","US","GE",2001,0
"7935","Cyclamen coum","Primulaceae","Primulales","US","GE",2002,0
"7936","Cyclamen coum","Primulaceae","Primulales","US","GE",2003,0
"7937","Cyclamen coum","Primulaceae","Primulales","US","GE",2004,0
"7938","Cyclamen coum","Primulaceae","Primulales","US","GE",2005,0
"7939","Cyclamen coum","Primulaceae","Primulales","US","GE",2006,0
"7940","Cyclamen coum","Primulaceae","Primulales","US","GE",2007,0
"7941","Cyclamen coum","Primulaceae","Primulales","US","GE",2008,0
"7942","Cyclamen coum","Primulaceae","Primulales","US","GE",2009,0
"7943","Cyclamen coum","Primulaceae","Primulales","US","GE",2010,0
"7944","Cyclamen coum","Primulaceae","Primulales","US","GE",2011,0
"7945","Cyclamen coum","Primulaceae","Primulales","US","GE",2012,2100
"7946","Cyclamen coum","Primulaceae","Primulales","US","GE",2013,0
"7947","Cyclamen coum","Primulaceae","Primulales","US","GE",2014,0
"7948","Cyclamen coum","Primulaceae","Primulales","US","GE",2015,0
"7949","Cyclamen coum","Primulaceae","Primulales","US","GE",2016,0
"7950","Cyclamen coum","Primulaceae","Primulales","US","GE",2017,0
"7951","Cyclamen coum","Primulaceae","Primulales","US","GE",2018,0
"7952","Cyclamen coum","Primulaceae","Primulales","US","GE",2019,0
"7953","Cyclamen coum","Primulaceae","Primulales","US","GE",2020,0
"7954","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2000,0
"7955","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2001,0
"7956","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2002,0
"7957","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2003,0
"7958","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2004,0
"7959","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2005,0
"7960","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2006,0
"7961","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2007,0
"7962","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2008,0
"7963","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2009,0
"7964","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2010,0
"7965","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2011,0
"7966","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2012,0
"7967","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2013,0
"7968","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2014,0
"7969","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2015,0
"7970","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2016,0
"7971","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2017,0
"7972","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2018,0
"7973","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2019,0
"7974","Cyclamen coum caucasicum","Primulaceae","Primulales","ES","GE",2020,2500
"7975","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2000,0
"7976","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2001,0
"7977","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2002,0
"7978","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2003,0
"7979","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2004,0
"7980","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2005,3750
"7981","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2006,0
"7982","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2007,0
"7983","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2008,0
"7984","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2009,0
"7985","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2010,0
"7986","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2011,0
"7987","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2012,0
"7988","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2013,0
"7989","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2014,0
"7990","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2015,0
"7991","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2016,0
"7992","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2017,0
"7993","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2018,0
"7994","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2019,0
"7995","Cyclamen hederifolium","Primulaceae","Primulales","CH","TR",2020,0
"7996","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2000,20000
"7997","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2001,0
"7998","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2002,0
"7999","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2003,0
"8000","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2004,0
"8001","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2005,0
"8002","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2006,0
"8003","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2007,0
"8004","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2008,0
"8005","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2009,0
"8006","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2010,0
"8007","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2011,0
"8008","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2012,0
"8009","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2013,0
"8010","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2014,0
"8011","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2015,0
"8012","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2016,0
"8013","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2017,0
"8014","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2018,0
"8015","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2019,0
"8016","Cyclamen hederifolium","Primulaceae","Primulales","JP","NL",2020,0
"8017","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2000,1217375
"8018","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2001,1298150
"8019","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2002,1246500
"8020","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2003,1246500
"8021","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2004,996300
"8022","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2005,996250
"8023","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2006,786620
"8024","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2007,124000
"8025","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2008,306280
"8026","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2009,173640
"8027","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2010,261330
"8028","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2011,0
"8029","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2012,0
"8030","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2013,0
"8031","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2014,0
"8032","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2015,0
"8033","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2016,57900
"8034","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2017,41825
"8035","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2018,133993
"8036","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2019,159820
"8037","Cyclamen hederifolium","Primulaceae","Primulales","NL","TR",2020,21748
"8038","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2000,0
"8039","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2001,0
"8040","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2002,0
"8041","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2003,20
"8042","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2004,125
"8043","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2005,0
"8044","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2006,0
"8045","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2007,0
"8046","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2008,0
"8047","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2009,0
"8048","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2010,0
"8049","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2011,0
"8050","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2012,0
"8051","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2013,0
"8052","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2014,0
"8053","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2015,0
"8054","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2016,0
"8055","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2017,0
"8056","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2018,0
"8057","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2019,0
"8058","Cycnoches egertonianum","Orchidaceae","Orchidales","US","BZ",2020,0
"8059","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2000,0
"8060","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2001,0
"8061","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2002,0
"8062","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2003,0
"8063","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2004,25
"8064","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2005,0
"8065","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2006,0
"8066","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2007,0
"8067","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2008,0
"8068","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2009,0
"8069","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2010,0
"8070","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2011,0
"8071","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2012,0
"8072","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2013,0
"8073","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2014,0
"8074","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2015,0
"8075","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2016,0
"8076","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2017,0
"8077","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2018,0
"8078","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2019,0
"8079","Cycnoches ventricosum","Orchidaceae","Orchidales","US","BZ",2020,0
"8080","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2000,0
"8081","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2001,0
"8082","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2002,0
"8083","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2003,2
"8084","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2004,0
"8085","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2005,0
"8086","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2006,0
"8087","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2007,0
"8088","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2008,0
"8089","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2009,0
"8090","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2010,0
"8091","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2011,0
"8092","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2012,0
"8093","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2013,0
"8094","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2014,0
"8095","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2015,0
"8096","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2016,0
"8097","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2017,0
"8098","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2018,0
"8099","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2019,0
"8100","Cylindrolobus biflorus","Orchidaceae","Orchidales","US","VN",2020,0
"8101","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2000,0
"8102","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2001,0
"8103","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2002,50
"8104","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2003,0
"8105","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2004,0
"8106","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2005,0
"8107","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2006,0
"8108","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2007,0
"8109","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2008,0
"8110","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2009,0
"8111","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2010,0
"8112","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2011,0
"8113","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2012,0
"8114","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2013,0
"8115","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2014,0
"8116","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2015,0
"8117","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2016,0
"8118","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2017,0
"8119","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2018,0
"8120","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2019,0
"8121","Cylindropuntia acanthocarpa","Cactaceae","Caryophyllales","NL","US",2020,0
"8122","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2000,0
"8123","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2001,0
"8124","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2002,0
"8125","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2003,0
"8126","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2004,0
"8127","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2005,0
"8128","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2006,0
"8129","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2007,0
"8130","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2008,0
"8131","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2009,0
"8132","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2010,0
"8133","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2011,0
"8134","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2012,0
"8135","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2013,0
"8136","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2014,0
"8137","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2015,0
"8138","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2016,1
"8139","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2017,0
"8140","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2018,0
"8141","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2019,0
"8142","Cylindropuntia caribaea","Cactaceae","Caryophyllales","US","DO",2020,0
"8143","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2000,0
"8144","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2001,0
"8145","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2002,0
"8146","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2003,0
"8147","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2004,0
"8148","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2005,0
"8149","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2006,0
"8150","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2007,0
"8151","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2008,0
"8152","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2009,0
"8153","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2010,0
"8154","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2011,0
"8155","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2012,0
"8156","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2013,0
"8157","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2014,0
"8158","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2015,0
"8159","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2016,8
"8160","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2017,0
"8161","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2018,0
"8162","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2019,0
"8163","Cymbidiella falcigera","Orchidaceae","Orchidales","US","MG",2020,0
"8164","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2000,0
"8165","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2001,0
"8166","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2002,0
"8167","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2003,0
"8168","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2004,0
"8169","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2005,0
"8170","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2006,0
"8171","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2007,0
"8172","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2008,0
"8173","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2009,0
"8174","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2010,0
"8175","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2011,0
"8176","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2012,0
"8177","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2013,5
"8178","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2014,0
"8179","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2015,0
"8180","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2016,0
"8181","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2017,0
"8182","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2018,0
"8183","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2019,0
"8184","Cymbidiella flabellata","Orchidaceae","Orchidales","DE","MG",2020,0
"8185","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2000,0
"8186","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2001,0
"8187","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2002,0
"8188","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2003,0
"8189","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2004,0
"8190","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2005,0
"8191","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2006,0
"8192","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2007,2
"8193","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2008,0
"8194","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2009,0
"8195","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2010,0
"8196","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2011,0
"8197","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2012,0
"8198","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2013,0
"8199","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2014,0
"8200","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2015,0
"8201","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2016,0
"8202","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2017,0
"8203","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2018,0
"8204","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2019,0
"8205","Cymbidiella flabellata","Orchidaceae","Orchidales","TH","MG",2020,0
"8206","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2000,1
"8207","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2001,0
"8208","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2002,0
"8209","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2003,1
"8210","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2004,0
"8211","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2005,0
"8212","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2006,0
"8213","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2007,0
"8214","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2008,0
"8215","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2009,0
"8216","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2010,0
"8217","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2011,0
"8218","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2012,0
"8219","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2013,0
"8220","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2014,0
"8221","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2015,0
"8222","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2016,0
"8223","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2017,1
"8224","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2018,0
"8225","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2019,0
"8226","Cymbidiella flabellata","Orchidaceae","Orchidales","US","MG",2020,0
"8227","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2000,0
"8228","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2001,0
"8229","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2002,0
"8230","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2003,0
"8231","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2004,0
"8232","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2005,0
"8233","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2006,0
"8234","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2007,0
"8235","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2008,0
"8236","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2009,0
"8237","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2010,0
"8238","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2011,0
"8239","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2012,0
"8240","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2013,0
"8241","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2014,0
"8242","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2015,2
"8243","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2016,4
"8244","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2017,0
"8245","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2018,0
"8246","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2019,0
"8247","Cymbidiella pardalina","Orchidaceae","Orchidales","US","MG",2020,0
"8248","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2000,0
"8249","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2001,0
"8250","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2002,0
"8251","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2003,10
"8252","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2004,0
"8253","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2005,0
"8254","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2006,0
"8255","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2007,0
"8256","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2008,0
